zip,UB_supply_0_12_ignore_spacing,need_0_12,UB_supply_0_5_ignore_spacing,need_0_5,hopeless_0_12,hopeless_0_5
13420,40049.2,11.0,20030.0,14.666666666666666,False,False
13421,40376.8,1027.8,20149.0,564.5333333333333,False,False
13424,40328.8,103.2,20096.0,102.26666666666667,False,False
13425,40000.0,117.29999999999998,20000.0,69.46666666666667,False,False
13428,40000.0,86.1,20000.0,45.86666666666666,False,False
13431,40028.8,103.06666666666666,20000.0,79.06666666666666,False,False
13433,40000.0,210.7,20000.0,114.39999999999999,False,False
13435,40009.6,33.199999999999996,20000.0,23.599999999999998,False,False
13436,40000.0,2.1999999999999997,20000.0,2.2666666666666666,False,False
13437,40000.0,14.7,20000.0,14.666666666666666,False,False
13438,40000.0,138.13333333333333,20000.0,112.39999999999999,False,False
13439,40018.0,297.5,20015.0,185.33333333333331,False,False
13440,40780.0,3247.5,20044.0,1795.3333333333333,False,False
13441,40100.8,0.0,20084.0,0.0,False,False
13450,40000.0,20.1,20000.0,24.4,False,False
13452,40043.2,397.70000000000005,20020.0,221.2,False,False
13454,40000.0,39.599999999999994,20000.0,27.599999999999998,False,False
13455,40000.0,4.066666666666666,20000.0,1.3333333333333333,False,False
13456,40019.2,283.0,20000.0,214.53333333333333,False,False
13457,40000.0,0.39999999999999997,20000.0,0.0,False,False
13459,40043.2,181.8,20020.0,88.93333333333334,False,False
13460,40067.2,370.3,20000.0,160.39999999999998,False,False
13461,40081.6,159.39999999999998,20000.0,161.46666666666664,False,False
13464,40000.0,103.0,20000.0,36.266666666666666,False,False
13468,40000.0,18.8,20000.0,10.0,False,False
13469,40000.0,46.39999999999999,20000.0,21.333333333333332,False,False
13470,40000.0,49.6,20000.0,29.46666666666667,False,False
13471,40000.0,287.79999999999995,20000.0,169.46666666666664,False,False
13472,40000.0,35.199999999999996,20000.0,64.0,False,False
13473,40072.0,84.99999999999999,20000.0,63.06666666666666,False,False
13475,40000.0,1.0,20000.0,2.0,False,False
13476,40000.0,150.6,20000.0,139.86666666666667,False,False
13477,40000.0,88.06666666666668,20000.0,60.266666666666666,False,False
13478,40105.6,97.79999999999998,20000.0,121.86666666666667,False,False
13480,40043.2,179.73333333333335,20000.0,119.2,False,False
13482,40000.0,3.1999999999999997,20000.0,1.0666666666666667,False,False
13483,40000.0,42.4,20000.0,31.199999999999996,False,False
13484,40000.0,0.0,20000.0,0.0,False,False
13485,40000.0,175.7,20000.0,86.93333333333334,False,False
13486,40000.0,43.6,20000.0,53.06666666666666,False,False
13488,40000.0,0.0,20000.0,0.0,False,False
13489,40000.0,19.333333333333332,20000.0,9.733333333333334,False,False
13490,40112.8,75.86666666666666,20094.0,93.33333333333333,False,False
13491,40036.0,197.4,20000.0,178.13333333333333,False,False
13492,40295.2,561.6,20106.0,425.59999999999997,False,False
13493,40000.0,244.8,20000.0,169.2,False,False
13494,40000.0,9.5,20000.0,10.666666666666666,False,False
13495,40038.4,182.5,20000.0,110.39999999999999,False,False
13501,41690.8,4141.4,20700.0,2181.6,False,False
13502,40583.2,2909.1,20209.0,1752.0,False,False
13601,42336.4,3446.8,20610.0,2063.333333333333,False,False
13602,40000.0,0.0,20000.0,0.0,False,False
13603,40000.0,2711.6,20000.0,2075.333333333333,False,False
13605,40142.8,391.3333333333333,20000.0,209.86666666666667,False,False
13606,40092.4,139.79999999999998,20017.0,100.39999999999999,False,False
13607,40000.0,45.26666666666666,20000.0,31.733333333333334,False,False
13608,40060.0,150.89999999999998,20000.0,94.13333333333333,False,False
13611,40009.6,35.666666666666664,20000.0,27.199999999999996,False,False
13612,40043.2,123.13333333333333,20000.0,84.26666666666667,False,False
13613,40088.8,186.3,20057.0,118.0,False,False
13614,40000.0,28.9,20000.0,16.53333333333333,False,False
13615,40091.2,12.599999999999998,20000.0,9.2,False,False
13616,40100.8,67.9,20000.0,41.199999999999996,False,False
13617,40310.8,425.0,20097.0,357.59999999999997,False,False
13618,40000.0,101.79999999999998,20000.0,84.53333333333333,False,False
13619,40555.6,859.0,20089.0,476.8,False,False
13620,40151.2,252.39999999999998,20031.0,156.0,False,False
13621,40000.0,86.2,20000.0,68.93333333333334,False,False
13622,40009.6,132.79999999999998,20000.0,85.46666666666665,False,False
13623,40000.0,1.3333333333333333,20000.0,2.6666666666666665,False,False
13624,40074.4,157.0,20020.0,166.66666666666666,False,False
13625,40237.6,89.6,20000.0,48.0,False,False
13626,40159.6,108.93333333333331,20000.0,99.06666666666666,False,False
13628,40000.0,32.86666666666666,20000.0,35.33333333333333,False,False
13630,40288.0,83.69999999999999,20000.0,24.0,False,False
13632,40000.0,0.0,20000.0,0.0,False,False
13633,40000.0,45.2,20000.0,20.53333333333333,False,False
13634,40049.2,225.5333333333333,20017.0,142.13333333333333,False,False
13635,40000.0,124.19999999999999,20000.0,63.46666666666667,False,False
13636,40000.0,26.8,20000.0,13.733333333333334,False,False
13637,40224.4,473.9,20034.0,348.26666666666665,False,False
13638,40000.0,37.199999999999996,20000.0,0.0,False,False
13639,40000.0,0.0,20000.0,0.0,False,False
13640,40000.0,14.0,20000.0,8.0,False,False
13641,40000.0,0.0,20000.0,0.0,False,False
13642,40117.6,616.3,20042.0,442.66666666666663,False,False
13643,40000.0,12.599999999999998,20000.0,19.2,False,False
13645,40000.0,0.0,20000.0,0.0,False,False
13646,40019.2,176.9,20000.0,84.0,False,False
13647,40000.0,3.8,20000.0,0.0,False,False
13648,40052.8,87.26666666666667,20036.0,44.53333333333333,False,False
13649,40000.0,0.0,20000.0,0.0,False,False
13650,40000.0,74.26666666666667,20000.0,56.266666666666666,False,False
13651,40000.0,0.7999999999999999,20000.0,0.0,False,False
13652,40399.6,254.8,20000.0,153.2,False,False
13654,40057.6,233.2,20000.0,116.26666666666667,False,False
13655,40135.6,324.5,20113.0,164.13333333333333,False,False
13656,40178.8,425.2,20000.0,203.73333333333335,False,False
13658,40028.8,117.59999999999998,20000.0,73.06666666666666,False,False
13659,40000.0,22.7,20000.0,14.0,False,False
13660,40019.2,200.1,20000.0,118.53333333333333,False,False
13661,40000.0,94.33333333333333,20000.0,72.26666666666667,False,False
13662,40272.4,1217.1,20149.0,561.4666666666667,False,False
13664,40000.0,15.0,20000.0,11.066666666666666,False,False
13665,40000.0,70.0,20000.0,27.333333333333332,False,False
13666,40000.0,12.199999999999998,20000.0,2.533333333333333,False,False
13667,40000.0,279.1,20000.0,119.6,False,False
13668,40084.0,181.33333333333331,20046.0,155.46666666666664,False,False
13669,40306.0,960.9333333333334,20017.0,695.4666666666667,False,False
13670,40000.0,19.1,20000.0,15.333333333333332,False,False
13672,40384.0,25.799999999999997,20017.0,7.866666666666667,False,False
13673,40172.8,217.5,20000.0,150.66666666666666,False,False
13674,40000.0,14.933333333333332,20000.0,5.6,False,False
13675,40000.0,2.8,20000.0,0.0,False,False
13676,40290.4,641.3333333333333,20176.0,534.4,False,False
13678,40000.0,0.0,20000.0,0.0,False,False
13679,40000.0,97.9,20000.0,67.86666666666666,False,False
13680,40000.0,175.0,20000.0,94.39999999999999,False,False
13681,40000.0,122.1,20000.0,57.86666666666666,False,False
13682,40000.0,31.066666666666666,20000.0,20.0,False,False
13683,40000.0,0.0,20000.0,0.0,False,False
13684,40000.0,125.3,20000.0,89.46666666666665,False,False
13685,40024.0,80.86666666666667,20000.0,59.199999999999996,False,False
13687,40000.0,22.666666666666664,20000.0,31.333333333333332,False,False
13690,40000.0,77.0,20000.0,50.53333333333333,False,False
13691,40120.0,177.26666666666665,20000.0,161.2,False,False
13692,40000.0,5.6,20000.0,1.0666666666666667,False,False
13693,40000.0,3.0,20000.0,4.0,False,False
13694,40009.6,99.69999999999999,20000.0,67.19999999999999,False,False
13695,40000.0,0.0,20000.0,0.0,False,False
13696,40000.0,0.0,20000.0,0.0,False,False
13697,40000.0,125.19999999999999,20000.0,49.86666666666666,False,False
13699,40000.0,0.0,20000.0,0.0,False,False
13730,40009.6,202.3,20000.0,106.0,False,False
13731,40000.0,27.066666666666666,20000.0,34.666666666666664,False,False
13732,40151.2,386.4666666666667,20024.0,310.1333333333333,False,False
13733,40039.6,301.7,20017.0,148.79999999999998,False,False
13734,40000.0,168.8,20000.0,103.86666666666667,False,False
13736,40000.0,139.39999999999998,20000.0,65.6,False,False
13738,40000.0,1.4,20000.0,0.0,False,False
13739,40009.6,27.9,20000.0,18.666666666666664,False,False
13740,40052.8,25.266666666666666,20044.0,11.866666666666667,False,False
13743,40045.6,120.39999999999999,20008.0,71.06666666666666,False,False
13744,40000.0,101.39999999999999,20000.0,102.0,False,False
13746,40009.6,85.53333333333333,20000.0,64.66666666666666,False,False
13747,40000.0,0.0,20000.0,0.0,False,False
13748,40000.0,152.73333333333332,20000.0,159.33333333333331,False,False
13750,40028.8,32.9,20000.0,25.733333333333334,False,False
13751,40009.6,53.0,20000.0,44.0,False,False
13752,40000.0,41.93333333333334,20000.0,32.266666666666666,False,False
13753,40166.8,186.2,20089.0,143.6,False,False
13754,40062.4,163.9,20052.0,82.0,False,False
13755,40000.0,48.7,20000.0,18.8,False,False
13756,40000.0,34.9,20000.0,28.53333333333333,False,False
13757,40009.6,60.33333333333333,20000.0,26.26666666666667,False,False
13760,41509.6,2254.7999999999997,20686.0,1889.8666666666668,False,False
13774,40022.8,2.8666666666666663,20019.0,3.733333333333333,False,False
13775,40158.4,56.06666666666666,20018.0,42.666666666666664,False,False
13776,40048.0,17.400000000000002,20000.0,2.1333333333333333,False,False
13777,40000.0,14.7,20000.0,0.9333333333333333,False,False
13778,40141.6,317.8,20017.0,291.2,False,False
13780,40000.0,75.7,20000.0,20.133333333333333,False,False
13782,40019.2,29.0,20000.0,12.4,False,False
13783,40228.0,117.3,20000.0,28.666666666666664,False,False
13784,40019.2,19.4,20000.0,16.799999999999997,False,False
13786,40000.0,10.266666666666666,20000.0,12.799999999999999,False,False
13787,40075.6,263.5,20031.0,117.86666666666667,False,False
13788,40000.0,48.9,20000.0,16.666666666666664,False,False
13790,40775.2,1427.1,20414.0,846.3999999999999,False,False
13795,40019.2,139.0,20000.0,70.8,False,False
13796,40009.6,68.6,20000.0,49.46666666666667,False,False
13797,40000.0,206.29999999999998,20000.0,75.2,False,False
13801,40000.0,68.69999999999999,20000.0,38.13333333333333,False,False
13802,40024.0,52.0,20000.0,31.599999999999998,False,False
13803,40069.6,532.1,20038.0,303.73333333333335,False,False
13804,40000.0,11.7,20000.0,8.266666666666666,False,False
13806,40000.0,13.866666666666664,20000.0,14.933333333333332,False,False
13807,40009.6,57.46666666666667,20000.0,30.666666666666664,False,False
13808,40020.4,69.33333333333333,20017.0,44.266666666666666,False,False
13809,40000.0,151.6,20000.0,131.33333333333331,False,False
13810,40019.2,38.06666666666666,20000.0,42.13333333333333,False,False
13811,40038.4,229.26666666666665,20016.0,227.86666666666667,False,False
13812,40057.6,159.2,20032.0,53.6,False,False
13813,40000.0,137.70000000000002,20000.0,10.533333333333333,False,False
13814,40000.0,2.8,20000.0,0.9333333333333333,False,False
13815,40284.4,906.8,20058.0,518.4,False,False
13820,40360.0,607.6,20246.0,446.9333333333333,False,False
13825,40019.2,181.39999999999998,20000.0,112.79999999999998,False,False
13826,40000.0,0.0,20000.0,0.0,False,False
13827,40290.4,577.1333333333333,20174.0,458.66666666666663,False,False
13830,40102.0,400.70000000000005,20017.0,147.2,False,False
13832,40000.0,35.8,20000.0,23.066666666666666,False,False
13833,40000.0,549.3,20000.0,324.26666666666665,False,False
13834,40000.0,0.0,20000.0,0.0,False,False
13835,40000.0,88.8,20000.0,38.8,False,False
13838,40344.4,368.8,20234.0,208.4,False,False
13839,40009.6,131.89999999999998,20000.0,53.6,False,False
